UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage ,Event Source,Event Souce ID,year
UEI-EM-DAT-FL-2009-0001,2009-07-29,2009-07-29,0,Flash flood,['Delhi province'],,,,,,,,,,,,,EM-DAT,2009-0303,2009
UEI-EM-DAT-FL-2009-0002,/07/2009,/09/2009,Diffing the dates,Riverine flood,"['Bihar', ' Orissa', ' West Bengal', ' Assam', ' Kerala', ' Gujarat', ' Karnataka provinces']",,,,,,,,,,,,,EM-DAT,2009-0409,2009
UEI-EM-DAT-FL-2009-0003,2009-09-25,2009-10-12,17,Riverine flood,"['Belgaum', ' Gulbarga', ' Bijapur', ' Raichur', ' Dharwad', ' Bagalkot', ' Bellary', ' Koppal', ' Haveri', ' Bidar', ' Gadag', ' Davanegere', ' Uttar Kannand', ' Dakshin Kannad districts (Karnataka province)', ' Kurnool', ' Mahbubnagar', ' Karimnagar', ' Anantapur', ' Krishna', ' Cuddapah', ' Guntur', ' Khammam', ' Nalgonda districts (Andhra Pradesh province)', ' Maharashtra province']",,,15.71,78.23,,,,,,,,,EM-DAT,2009-0429,2009
UEI-EM-DAT-FL-2009-0004,2009-10-09,2009-10-09,0,Riverine flood,['Jainta Hills district (Meghalaya province)'],,,,,,,,,,,,,EM-DAT,2009-0443,2009
UEI-EM-DAT-FL-2009-0005,2009-11-03,2009-11-08,5,Riverine flood,"['Ooty', ' Coonoor cities (Nilgiris district', ' Tamil Nadu)']",,,11.47,77.85,,,,,,,,,EM-DAT,2009-0483,2009
UEI-EM-DAT-FL-2009-0006,2009-08-26,2009-08-28,2,Riverine flood,"['Darbhanga', ' Purnia', ' Sitamarhi', ' Saharsa', ' Madhubani districts (Bihar province)']",,,,,,,,,,,,,EM-DAT,2009-0638,2009
UEI-EM-DAT-FL-2010-0001,2010-07-05,2010-07-15,10,Riverine flood,"['Ambala', ' Kurukshetra districts (Haryana province)', ' Punjab', ' Kerala provinces']",,,30.18,74.77,,,,,,,,,EM-DAT,2010-0276,2010
UEI-EM-DAT-FL-2010-0002,2010-05-18,2010-05-24,6,Riverine flood,['Andhra Pradesh province'],,,15.22,79.48,,,,,,,,,EM-DAT,2010-0283,2010
UEI-EM-DAT-FL-2010-0003,2010-07-13,2010-07-13,0,Riverine flood,['Delhi province'],,,,,,,,,,,,,EM-DAT,2010-0321,2010
UEI-EM-DAT-FL-2010-0004,2010-08-06,2010-08-08,2,Flash flood,"['Leh', ' Cholglamsar villages (72785 district', ' Jammu and Kashmir province)']",,,33.53,76.12,,,,,,,,,EM-DAT,2010-0373,2010
UEI-EM-DAT-FL-2010-0005,2010-09-05,2010-09-17,12,Riverine flood,['Lakhimpur district (Assam province)'],,,26.235,92.25,,,,,,,,,EM-DAT,2010-0416,2010
UEI-EM-DAT-FL-2010-0006,2010-09-18,2010-09-30,12,Riverine flood,"['Almora', ' Naini Tal districts (Uttarakhand province)', ' Bihar', ' Uttar Pradesh provinces']",,,26.73,82.84,,,,,,,,,EM-DAT,2010-0492,2010
UEI-EM-DAT-FL-2010-0007,2010-09-09,2010-09-09,0,Riverine flood,"['Punjab', ' Haryana', ' Uttar Pradesh provinces']",,,25.965,76.05,,,,,,,,,EM-DAT,2010-0493,2010
UEI-EM-DAT-FL-2010-0008,2010-11-15,2010-12-07,22,Riverine flood,"['Chennai', ' Cuddalore', ' Nagapattinam', ' Pudukottai', ' Ramanthapuram', ' Thanjavur', ' Thiruvallur', ' Villupuram', ' Thoothukudi', ' Tirunelveli Kattabo districts (Tamil Nadu province)']",,,9.88,78.47,,,,,,,,,EM-DAT,2010-0629,2010
UEI-EM-DAT-FL-2011-0001,2011-08-10,2011-09-13,34,Riverine flood,['West Bengal province'],,,22.306,88.34,,,,,,,,,EM-DAT,2011-0327,2011
UEI-EM-DAT-FL-2011-0002,2011-09-23,2011-10-23,30,Riverine flood,"['Angul', ' Baleshwar', ' Baragarh', ' Bhadrak', ' Boudh', ' Cuttack', ' Deogarh', ' Dhenkanal', ' Jajpur', ' Jagatsinghpur', ' Jharsuguda', ' Kendrapara', ' Khordha', ' Mayurbhanj', ' Nayagarh', ' Nuapada', ' Puri', ' Sambalpur districts (Orissa province)']",,,20.651,86.0,,,,,,,,,EM-DAT,2011-0371,2011
UEI-EM-DAT-FL-2011-0003,2011-08-15,2011-09-08,24,Riverine flood,"['Dhemaji district (Assam province)', ' East Garo Hills', ' South Garo Hills', ' West Garo Hills districts (Meghalaya province)']",,,26.59,92.18,,,,,,,,,EM-DAT,2011-0422,2011
UEI-EM-DAT-FL-2011-0004,2011-08-15,2011-10-02,48,Riverine flood,"['Barpeta', ' Bongaigaon', ' Darrang', ' Dhemaji', ' Dhuburi', ' Golaghat', ' Jorhat', ' Karbi Anglong', ' Sibsagar', ' Lakhimpur', ' Nagaon', ' Sonitpur districts', ' (Assam province)', ' Begusarai', ' Bhagalpur', ' Bhojpur', ' Buxar', ' Gopalganj', ' Katihar', ' Khagaria', ' Kishanganj', ' Lakhisarai', ' Madhubani', ' Madhepura', ' Muzaffarpur', ' Patna', ' Purnia', ' Samastipur', ' Saran', ' Saharsa', ' Sitamarhi', ' Supaul', ' Vaishali', ' Pashchim Champaran districts (Bihar province)', ' Azamgarh', ' Aligarh', ' Ambedkar Nagar', ' Badaun', ' Ballia', ' Bara Banki', ' Bahraich', ' Bareilly', ' Bijnor', ' Faizabad', ' Farrukhabad', ' Ghazipur', ' Gonda', ' Gorakhpur', ' Hardoi', ' Jyotiba Phule Nagar', ' Kannauj', ' Kanpur', ' Kushinagar', ' Lakhimpur Kheri', ' Meerut', ' Muzaffarnagar', ' Moradabad', ' Pilibhit', ' Rampur', ' Shahjahanpur', ' Sitapur', ' Unnao districts (Uttar Pradesh province)']",,,26.376,86.24,,,,,,,,,EM-DAT,2011-0424,2011
UEI-EM-DAT-FL-2011-0005,2011-07-23,2011-08-09,17,Riverine flood,"['Gonda', ' Balrampur', ' Faizabad', ' Bara Banki districts (Uttar Pradesh province)', ' Rajasthan province']",,,28.524,80.93,,,,,,,,,EM-DAT,2011-0428,2011
UEI-EM-DAT-FL-2011-0006,2011-09-05,2011-09-15,10,Riverine flood,['Orissa province'],,,,,,,,,,,,,EM-DAT,2011-0473,2011
UEI-EM-DAT-FL-2011-0007,2011-06-15,2011-07-16,31,Riverine flood,"['Uttar Pradesh', ' Uttarakhand province']",,,,,,,,,,,,,EM-DAT,2011-0647,2011
UEI-EM-DAT-FL-2012-0001,2012-06-26,2012-07-13,17,Riverine flood,"['Anjaw (70044)', ' Lohit', ' Changlang', ' 70045', ' 70050', ' Lower Dibang Valley', ' East Siang', ' Upper Siang (70051) districts (Arunachal Pradesh province)', ' Assam province']",,,26.5659,92.44,,,,,,,,,EM-DAT,2012-0179,2012
UEI-EM-DAT-FL-2012-0002,2012-08-21,2012-08-23,2,Riverine flood,"['Jaipur', ' Dhaulpur', ' Dausa', ' Tonk', ' Jhunjhunun', ' Sikar', ' Hanumangarh', ' Bikaner districts (Rajasthan province)', ' Anjaw (70044)', ' 70045', ' 70050', ' Lower Dibang Valley', ' Upper Siang (70051) districts (Arunachal Pradesh province)']",,,,,,,,,,,,,EM-DAT,2012-0322,2012
UEI-EM-DAT-FL-2012-0003,2012-08-04,2012-08-09,5,Riverine flood,"['Palchan village (Kullu district', ' Himachal Pradesh province)', ' Uttarkashi', ' Rudra Prayag', ' Chamoli districts (Uttarakhand province)', ' Moradabad district (Uttar Pradesh province)', ' Kathua village (72780 district', ' Jammu and Kashmir province)']",,,30.1135,78.85,,,,,,,,,EM-DAT,2012-0334,2012
UEI-EM-DAT-FL-2012-0004,2012-09-16,2012-09-18,2,Riverine flood,"['Rudra Prayag', ' Bageshwar districts (Uttarakhand province)']",,,31.3,76.85,,,,,,,,,EM-DAT,2012-0354,2012
UEI-EM-DAT-FL-2012-0005,2012-09-19,2012-09-23,4,Riverine flood,"[' Barpeta', ' Bongaigaon', ' Darrang', ' Dhemaji', ' Dhuburi', ' Dibrugarh', ' Goalpara', ' Golaghat', ' Jorhat', ' Kamrup', ' Lakhimpur', ' Marigaon', ' Nagaon', ' Nalbari', ' Papum Pare', ' Sibsagar', ' Sonitpur', ' Tinsukia districts (Assam province)', ' Bhagalpur', ' Darbhanga', ' Katihar', ' Khagaria', ' Muzaffarpur', ' Patna', ' Siwan', ' Supaul districts (Bihar province)', ' Sahibganj district (Jharkhand province)', ' North Sikkim district (Sikkim province)', ' Ballia', ' Bara Banki', ' Faizabad districts (Uttar Pradesh province)', ' Murshidabad district (West Bengal province)', ' West Siang', ' East Siang', ' Lohit', ' Papum Pare districts (Arunachal Pradesh province)']",,,26.8,93.63,,,,,,,,,EM-DAT,2012-0382,2012
UEI-EM-DAT-FL-2012-0006,2012-08-21,2012-08-23,2,Riverine flood,['Himachel Pradesh province'],,,,,,,,,,,,,EM-DAT,2012-0584,2012
UEI-EM-DAT-FL-2013-0001,2013-06-12,2013-06-27,15,Riverine flood,"['Uttarakhand', ' Himachal Pradesh', ' Uttar Pradesh', ' Bihar', ' Karnataka', ' Kerala', ' Gujarat', ' West Bengal provinces']",,,32.714,76.61,,,,,,,,,EM-DAT,2013-0192,2013
UEI-EM-DAT-FL-2013-0002,2013-07-09,2013-07-10,1,Riverine flood,"['Sultanpur', ' Sitapur', ' Rae Bareli', ' Bara Banki', ' Faizabad', ' Gorakhpur', ' Basti', ' Kushinagar', ' Bahraich', ' Gonda', ' Shravasti districts (Uttar Pradesh province)']",,,,,,,,,,,,,EM-DAT,2013-0260,2013
UEI-EM-DAT-FL-2013-0003,2013-06-23,2013-07-15,22,,"['Dhemaji', ' Tinsukia', ' Nagaon', ' Golaghat', ' Jorhat', ' Kamrup', ' Karimganj', ' Lakhimpur', ' Morigaon', ' Sibsaga', ' Bongaigaon', ' Kokrajhar districts (Assam province)']",,,27.387,94.92,,,,,,,,,EM-DAT,2013-0282,2013
UEI-EM-DAT-FL-2013-0004,2013-08-22,2013-08-27,5,Riverine flood,"['Bhopal', ' Hoshangabad', ' Seoni', ' Narsinghpur', ' Jabalpur districts (Madhya Pradesh province)', ' Uttar Pradesh', ' Assam provinces']",,,,,,,,,,,,,EM-DAT,2013-0345,2013
UEI-EM-DAT-FL-2013-0005,2013-10-21,2013-10-26,5,Riverine flood,"['Orissa', ' Andhra Pradesh', ' West Bengal provinces']",,,,,,,,,,,,,EM-DAT,2013-0400,2013
UEI-EM-DAT-FL-2014-0001,2014-06-26,2014-06-28,2,Riverine flood,['Assam province'],,,,,,,,,,,,,EM-DAT,2014-0218,2014
UEI-EM-DAT-FL-2014-0002,2014-07-16,2014-07-22,6,Riverine flood,"['Uttarakhand', ' Himachal Pradesh provinces']",,,,,,,,,,,,,EM-DAT,2014-0268,2014
UEI-EM-DAT-FL-2014-0003,2014-08-03,2014-08-04,1,Riverine flood,['Orissa province'],,,,,,,,,,,,,EM-DAT,2014-0313,2014
UEI-EM-DAT-FL-2014-0004,/09/2014,/09/2014,Diffing the dates,Riverine flood,['Jammu and Kashmir provinces'],,,,,,,,,,,,,EM-DAT,2014-0343,2014
UEI-EM-DAT-FL-2014-0005,2014-09-24,2014-10-11,17,Riverine flood,"['Tura village (West Garo Hills district', ' Meghalaya province)', ' Goalpara', ' Kamrup districts (Assam province)']",,,,,,,,,,,,,EM-DAT,2014-0391,2014
UEI-EM-DAT-FL-2014-0006,2014-08-16,2014-09-01,16,Riverine flood,"['Shravasti', ' Balrampur', ' Sitapur', ' Lakhimpur Kheri', ' Gonda', ' Bara Banki', ' Faizabad', ' Azamgarh districts (Uttar Pradesh province)', ' Uttarakhand', ' Bihar', ' Assam provinces']",,,,,,,,,,,,,EM-DAT,2014-0408,2014
UEI-EM-DAT-FL-2014-0007,2014-08-09,2014-08-16,7,Riverine flood,['Odisha province'],,,,,,,,,,,,,EM-DAT,2014-0409,2014
UEI-EM-DAT-FL-2015-0001,2015-03-20,2015-03-31,11,Flash flood,"['Chadoora village (72811 district', ' Jammu and Kashmir province)']",,,33.1767,76.41,,,,,,,,,EM-DAT,2015-0107,2015
UEI-EM-DAT-FL-2015-0002,2015-05-17,2015-05-21,4,Flash flood,"['Bhadrairuppu village (Virudhunagar district', ' Tamil Nadu province)']",,,10.7121,79.18,,,,,,,,,EM-DAT,2015-0207,2015
UEI-EM-DAT-FL-2015-0003,2015-06-19,2015-06-20,1,Riverine flood,"['Amreli', ' Rajkot', ' Surat districts (Gujarat province)', ' Maharashtra province']",,,21.8734,70.76,,,,,,,,,EM-DAT,2015-0249,2015
UEI-EM-DAT-FL-2015-0004,2015-06-23,2015-06-30,7,Riverine flood,"['Mirik', ' Kalimpong', ' Darjeeling villages (Darjiling district', ' West Bengal province)', ' ']",,,,,,,,,,,,,EM-DAT,2015-0253,2015
UEI-EM-DAT-FL-2015-0005,2015-07-15,2015-08-19,35,Riverine flood,"['Kachchh', ' Patan', ' Banas Kantha districts (Gujarat province)', ' Malda', ' Jalpaiguri districts (West Bengal province)', ' Jorhat', ' Dhemaji', ' Lakhimpur', ' Dhuburi', ' Darrang', ' Goalpara', ' Karbi Anglong', ' Marigaon districts (Assam province)', ' Manipur', ' Orissa', ' Rajasthan', ' Madhya Pradesh provinces']",,,26.2074,82.62,,,,,,,,,EM-DAT,2015-0317,2015
UEI-EM-DAT-FL-2015-0006,2015-07-07,2015-07-13,6,Riverine flood,"['Rajasthan', ' Uttar Pradesh', ' Jammu and Kashmir', ' Arunachal Pradesh', ' Uttarakhand', ' Punjab', ' Haryana', ' Himachal Pradesh provinces']",,,,,,,,,,,,,EM-DAT,2015-0333,2015
UEI-EM-DAT-FL-2015-0007,2015-08-13,2015-08-19,6,,['Assam province'],,,26.8946,93.75,,,,,,,,,EM-DAT,2015-0374,2015
UEI-EM-DAT-FL-2015-0008,2015-08-28,2015-08-30,2,,"['Dhemaji', ' Kokrajhar', ' Bongaigaon', ' Sonitpur', ' Barpeta', ' Goalpara', ' Marigaon', ' Cachar', ' Lakhimpur', ' Jorhat', ' Tinsukia', ' Darrang', ' Nalbari', ' Kamrup', ' Dibrugarh', ' Sibsagar districts (Assam province)\r\n']",,,,,,,,,,,,,EM-DAT,2015-0406,2015
UEI-EM-DAT-FL-2015-0009,2015-07-14,2015-07-16,2,,"['Sonitpur', ' Lakhimpur', ' Kokrajhar', ' Dhemaji districts (Assam province)', ' Arunachal Pradesh province \r\n']",,,,,,,,,,,,,EM-DAT,2015-0413,2015
UEI-EM-DAT-FL-2015-0010,2015-11-08,2015-12-04,26,,"['Chittoor', ' Cuddapah', ' Prakasam', ' Nellore districts (Andhra Pradesh province)', ' Chennai', ' Cuddalore', ' Nagapattinam', ' Kancheepuram', ' Thiruvallur', ' Villupuram districts (Tamil Nadu province)', ' Puducherry province']",,,118.278,788.55,,,,,,,,,EM-DAT,2015-0504,2015
UEI-EM-DAT-FL-2016-0001,2016-04-22,2016-04-25,3,,"['Arunachal Pradesh', ' Assam', ' Nagaland provinces']",,,27.464,95.607,,,,,,,,,EM-DAT,2016-0139,2016
UEI-EM-DAT-FL-2016-0002,2016-06-25,2016-07-01,6,Flash flood,"['Chamoli', ' Pithoragahr districts (Uttarakhand province)', ' Assam', ' Arunachal Pradesh provinces']",,,27.068,93.95,,,,,,,,,EM-DAT,2016-0239,2016
UEI-EM-DAT-FL-2016-0003,2016-07-28,2016-07-30,2,Flash flood,"['Lakhimpur', ' Golaghat', ' Jorhat', ' Barpeta', ' Bongaigaon', ' Goalpara', ' Dhubri', ' Marigaon', ' Darrang', ' Nalbari districts (Assam province)']",,,,,,,,,,,,,EM-DAT,2016-0267,2016
UEI-EM-DAT-FL-2016-0004,2016-07-15,2016-09-12,59,,"['Biha', ' Uttar Pradeshr province (Varanasi', ' Allahabad', ' Ghazipur', ' Ballia', '  Banda', ' Jalaun', ' Ghaziabad', ' Patna', ' Bhagalpur', ' Vaishali', ' Buxar', ' Bhojpur', ' Sonepur', ' Saran', ' Begusarai', ' Samastipur', ' Lakhisarai', ' Khagaria', ' Munger', ' Nalanda', ' Katihar', ' Purnea', ' Katihar', ' Supual', ' Kisanganj', ' Madhepura', ' Gopalganj', ' Saharsa', ' Araria', ' East Champaran', ' Muzafferpur', ' Kishanganj', ' Purnea', ' Araria', ' Supaul', ' Bhagalpur', ' Darbhanga)']",,,,,,,,,,,,,EM-DAT,2016-0271,2016
UEI-EM-DAT-FL-2016-0005,2016-07-09,2016-08-22,44,,"['Bhopal', ' Hoshangabad', ' Rewa', ' Sagar', ' Shajapur', ' Jabalpur', ' Satna', ' Harda', ' Panna', ' Vidisha', ' Raisen', ' Mandla', ' Tikamgarh', ' Seoni', ' Damoh', ' Sehore', ' Agar-Malwa  districts (Madhya Pradesh province)']",,,,,,,,,,,,,EM-DAT,2016-0276,2016
UEI-EM-DAT-FL-2016-0006,2016-08-01,2016-08-03,2,,"['Maharashtra (Nashik', ' Raigad (Mahad)', ' Thane (Bhiwandi)', ' Ratnagiri', ' Pune', ' Satara', ' Kolhapur)', ' Gujarat (Valsad', ' Chhota Udepur (Vadodara)', ' Navsari and Surat)']",,,,,,,,,,,,,EM-DAT,2016-0304,2016
UEI-EM-DAT-FL-2016-0007,2016-09-21,2016-09-29,8,,"['Andhra Pradesh province', ' Telangana']",,,17.654,80.34,,,,,,,,,EM-DAT,2016-0391,2016
UEI-EM-DAT-FL-2016-0008,2016-07-17,2016-07-19,2,,"['Jorhat', ' Golaghat (Assam State)']",,,,,,,,,,,,,EM-DAT,2016-0554,2016
UEI-EM-DAT-FL-2017-0001,2017-06-04,2017-06-06,2,,"['Lakhimpur', ' Karimganj', ' Darrang districts (Assam)', ' Nagaland', ' Manipur', ' Jharkhand']",,,,,,,,,,,,,EM-DAT,2017-0180,2017
UEI-EM-DAT-FL-2017-0002,2017-06-01,31/06/2017,Diffing the dates,,['Gujarat'],,,,,,,,,,,,,EM-DAT,2017-0257,2017
UEI-EM-DAT-FL-2017-0003,2017-06-25,2017-07-24,29,Riverine flood,"['Lakhimpur', ' Bangaigaon', ' Jorhat', ' Golaghat', ' Cachar', ' Dhemjai', ' Biswanath', ' Karimganj', ' Barpeta', ' Karbi Anglong', ' Sonitpur', ' Darrang', ' Hojai (Sub Division)', ' Bhuragaon (Sub Division)', ' Majuli', ' Nagaon', ' Nalbari', ' Sivasagar', ' Morigaon', ' Chirang', ' Dibrugarh', ' Dhubri', ' Kokrajhar', ' South Salmara', ' Charaideo', ' Goalpara districts (Assam)']",,,,,,,,,,,,,EM-DAT,2017-0289,2017
UEI-EM-DAT-FL-2017-0004,/07/2017,/07/2017,Diffing the dates,,"['Imphal West', ' Imphal East', ' Thoubal', ' Bishnupur (Manipur)']",,,,,,,,,,,,,EM-DAT,2017-0290,2017
UEI-EM-DAT-FL-2017-0005,/06/2017,/08/2017,Diffing the dates,,"['Banaskantha', ' Valsad', ' Navsari', ' Surat', ' Sabarkantha', ' Patan (Gujarat)', ' Barmer', ' Jalore', ' Udaipur', ' Sirohi', ' Pali (Rajasthan)', ' Kolkata (West Bengal)']",,,,,,,,,,,,,EM-DAT,2017-0294,2017
UEI-EM-DAT-FL-2017-0006,2017-08-11,2017-08-31,20,,"['Araria', ' Jogbani (Bihar); Uttar Pradesh', ' West Bengal']",,,,,,,,,,,,,EM-DAT,2017-0342,2017
UEI-EM-DAT-FL-2017-0007,2017-08-29,2017-08-29,0,Flash flood,"['Mumbai (Dadar', ' Khar', ' Bandra', ' Lalbaug', ' Kalina', ' Sion', ' Byculla', ' Matunga', ' Wadala', ' Parel', ' Khar-Danda', ' Pali Hill', ' Carter Road', ' Bandra', ' Ghatkopar', ' Bhandup', ' Mulund', ' and Santacruz)', ' Thane (Maharashtra)']",,,,,,,,,,,,,EM-DAT,2017-0364,2017
UEI-EM-DAT-FL-2017-0008,2017-10-30,2017-11-08,9,Flash flood,['Chenai (Tamil Nadu)'],,,10.489,79.004,,,,,,,,,EM-DAT,2017-0495,2017
UEI-EM-DAT-FL-2017-0009,2017-08-16,2017-08-23,7,,"['Uttar Pradesh (Siddharthnagar', ' Balarampur', ' Bahraich', ' Shravasti', ' Maharajganj', ' Barabanki', ' Lakhimpur Kheri', ' Gorakhpur', ' Muzaffarnagar', ' Gonda', ' Basti', ' Mirzapur', ' Khiri', ' Deoria', ' Sitapur', ' Bijnore', ' Faizabad', ' Pilibhit', ' Farrukhabad', ' Mau', ' Kushinagar', ' Badaun', ' Ambedkar nagar', ' Azamgarh', ' Santkabir Nagar', ' Ghazipur', ' Balia)']",,,,,,,,,,,,,EM-DAT,2017-0517,2017
UEI-EM-DAT-FL-2018-0001,2018-06-22,2018-07-03,11,,"['Assam', ' Maharashtra', ' Gujarat']",,,,,,,,,,,,,EM-DAT,2018-0205,2018
UEI-EM-DAT-FL-2018-0002,2018-05-17,2018-05-20,3,Flash flood,['Tripura state'],,,,,,,,,,,,,EM-DAT,2018-0213,2018
UEI-EM-DAT-FL-2018-0003,2018-05-29,2018-05-31,2,,[' Dakshina Kannada and Udupi districts'],,,,,,,,,,,,,EM-DAT,2018-0216,2018
UEI-EM-DAT-FL-2018-0004,2018-07-26,2018-07-28,2,,"['Uttar Pradesh', ' Rajasthan']",,,,,,,,,,,,,EM-DAT,2018-0267,2018
UEI-EM-DAT-FL-2018-0005,2018-07-20,2018-07-23,3,,['Odisha state'],,,,,,,,,,,,,EM-DAT,2018-0286,2018
UEI-EM-DAT-FL-2018-0006,2018-08-07,2018-08-20,13,Flash flood,"['Thrissur', ' Chengannur (Kerala state); West Bengal', ' Odisha', ' Assam', ' Nagaland', ' Uttar Pradesh', ' Himachal Pradesh', ' Maharashtra states']",,,,,,,,,,,,,EM-DAT,2018-0295,2018
UEI-EM-DAT-FL-2018-0007,2018-08-02,2018-08-06,4,,"['Biswanath', ' Udalguri', ' Golaghat', ' Sivassagar/Charaideo', ' Barpeta', ' Lakhimpu', ' Dhemaji', ' Darrang (Assam', ' West Bengal)']",,,,,,,,,,,,,EM-DAT,2018-0345,2018
UEI-EM-DAT-FL-2018-0008,2018-09-01,2018-10-06,35,,['Uttar Pradesh'],,,,,,,,,,,,,EM-DAT,2018-0370,2018
UEI-EM-DAT-FL-2018-0009,2018-09-23,2018-09-24,1,,"['Punjab', ' Haryana states']",,,,,,,,,,,,,EM-DAT,2018-0372,2018
UEI-EM-DAT-FL-2019-0001,2019-06-28,2019-07-04,6,,"['Mumbai', ' Pune', ' Ratnagiri Districts (Maharashtra State)']",,,,,,,,,,,,,EM-DAT,2019-0288,2019
UEI-EM-DAT-FL-2019-0002,2019-07-14,2019-09-30,78,,"['Sitamarhi', ' Sheohar', ' East Champaran', ' Muzaffarpur', ' Madhubani', ' Darbhanga', ' Supaul', ' Araria', ' Sahersa ', ' Katihar', ' Purnia', ' Kishanganj districts (Bihar); Dhemaji', ' Lakhimpur', ' Biswanath', ' Barpeta', ' Chirang', ' Golaghat Jorhat', ' Sonitpur', ' Darrang', ' Nalbari', ' Bongaigaon', ' Morigaon', ' Nagaon', ' Majuli', ' Baksa', ' Kokrajhar', ' Dhubri', ' South Salmara', ' Goalpara', ' Kamrup', ' Hojai', ' Sivsagar', ' Tinsukia', ' Cachar', ' KarbiAnglrng', ' West Karbi-Anglong', ' Hailakandi', '  Dibrugarh districts (Assam); Maharashtra', ' Kerala', ' Rajasthan', ' West Bengal', ' Karnataka', ' Uttarakand', ' Himachal Pradesh', ' Punjab', ' Uttar Pradesh', ' Odisha']",,,,,,,,,,,,,EM-DAT,2019-0331,2019
UEI-EM-DAT-FL-2019-0003,2019-08-12,2019-08-15,3,,"['West Bengal', ' Kerala', ' Odisha', ' Maharashtra']",,,,,,,,,,,,,EM-DAT,2019-0383,2019
UEI-EM-DAT-FL-2019-0004,2019-10-19,2019-10-23,4,,"['Belagavi', ' Gadag', ' Koppal districts (Karnataka); Kerala', ' Tamil Nadu states']",,,,,,,,,,,,,EM-DAT,2019-0499,2019
UEI-EM-DAT-FL-2019-0005,2019-11-29,2019-12-04,5,,"['Coimbatore', ' Cuddalore', ' Nagapattinam', ' Thoothukkudi Districts (Tamil Nadu); Pudducherry']",,,,,,,,,,,,,EM-DAT,2019-0574,2019
